m1,x1,y1,z1,vx1,vy1,vz1,m2,x2,y2,z2,vx2,vy2,vz2,m3,x3,y3,z3,vx3,vy3,vz3,ticks
22.206644,19.01773,39.07109,25.195992,1.7075363,-2.1380575,0.7975433,16.968346,-26.051409,25.679459,48.150917,-0.25396454,-0.87913465,2.635529,23.554367,-21.09515,-35.64199,-38.544888,-1.1506871,-0.5842446,-0.07649769,224
28.4313,38.984314,3.3561249,5.022049,0.8428092,2.0189588,-0.25163472,18.681568,24.121208,-43.750553,43.466995,0.22947997,-0.17358997,-0.09430769,23.320107,9.580254,-13.861038,14.435799,1.6586113,4.0353985,2.22831,1
15.851555,24.727226,45.73262,45.641724,0.07675946,-0.68123305,0.42375803,21.295311,-48.10633,7.1702003,-22.915941,0.6251381,0.21158156,-0.57881224,22.384596,30.076637,-38.66058,-8.0826645,0.336614,-0.5456519,0.36711302,48
10.642153,44.22161,25.449867,31.443832,0.6656643,-1.1465447,-0.31753847,29.93387,-35.8371,-42.663647,-17.870052,0.93741804,1.5161628,0.9076275,17.619202,-34.483833,34.59738,38.832794,-0.034694716,0.69743425,0.48410589,156
12.23297,-24.678028,8.6747055,2.8358994,-3.1180823,0.85800743,-0.59818935,18.904194,-20.480835,-20.21566,-33.33528,0.7498927,-2.2976077,-3.9733143,23.207367,-3.0951385,-17.284046,-49.490444,1.0040913,1.654006,3.5553417,4
29.907833,30.742882,-3.3351288,7.201271,1.318964,-2.2532165,-0.6108308,29.710276,33.58014,42.99227,19.389519,-1.7447953,-2.7773726,-0.45007706,26.979336,-33.28399,37.664673,29.256477,0.5038351,-0.6741542,-0.058528084,38
17.334116,-7.315075,2.1996384,8.731121,1.8691748,1.9110507,0.59229666,12.6685505,15.077232,-15.0035095,-48.311066,-0.98481184,-0.48435745,-1.4453073,19.221905,-1.0383148,-11.015614,44.33725,-1.9408495,-1.250197,0.79011875,125
26.710747,23.2546,32.34279,-9.387768,-2.2117229,3.430704,3.5525284,13.299136,21.376503,20.351257,-12.153496,0.38287115,2.1146126,-4.281218,23.435068,-15.972519,-6.545616,-21.161842,1.3462696,1.0895662,-2.49142,8
25.869148,-2.4898186,-7.81374,5.413002,-2.5323586,1.9315362,-1.604063,23.823727,26.946663,48.13649,-2.807869,-0.94309616,-2.1634827,1.8834167,23.215778,49.985535,-32.89186,6.9130287,1.3041261,-1.6722512,1.6366028,15
13.004114,33.632187,16.958717,-19.713247,-1.3360206,1.5179029,1.2625713,15.481329,23.85048,-47.840153,36.960808,-1.4075786,1.0906235,-1.4187149,14.759787,3.690277,12.875114,11.668468,0.42919847,-0.33812946,-0.45050055,681
29.74548,30.602577,-8.318161,1.3074799,-0.7460979,-1.8270551,-1.24535,10.602059,23.468277,39.67095,20.44107,-1.072039,-0.63660944,0.6528587,10.999081,26.175537,0.44368362,-30.517262,1.1653519,0.5905528,0.5968528,683
